source_row,flagship_id,flagship_title_raw,partner_id,partner_name,partner_category,partner_category_raw,collaboration_types,collaboration_type_raw,start_year,end_year,reporting_period,role_relevance
109,2022025,Organ Transplantation,partner:holland-hybrid-heart-consortium,Holland Hybrid Heart Consortium,Privaat,Privaat,Onderzoek,Onderzoek,,,2025,"Consortium gericht op ontwikkeling van kunsthart- en perfusietechnologie, in nauwe samenwerking met het Flagship. Verbindt fundamenteel onderzoek, klinische expertise en technologische innovatie richting toekomstbestendige hartzorg."
110,2022026,Consultation Room 2030,partner:syncvr-medical,SyncVR Medical,Privaat,privaat,Co-creatie,Co-creatie,2022,,2022,Technologiepartner betrokken bij digitale zorgtoepassingen binnen Flagship-projecten.
111,2022026,Consultation Room 2030,partner:luscii,Luscii,Privaat,privaat,Co-creatie,Co-creatie,2022,,2022,Praktijk- en technologiepartner in projecten rond monitoring en digitale zorg.
112,2022026,Consultation Room 2030,partner:novacair,NovaCair,Privaat,privaat,Onderzoek,Onderzoek,2022,,2022,Commerciële partner betrokken bij digitale zorginnovaties binnen het Flagship.
113,2022026,Consultation Room 2030,partner:skinvision,SkinVision,Privaat,privaat,Onderzoek,Onderzoek,2022,,2022,Technologiebedrijf betrokken bij individuele onderzoeksprojecten.
114,2022026,Consultation Room 2030,partner:curavista,Curavista,Privaat,privaat,Onderzoek,Onderzoek,2022,,2022,Partner in digitale zorgoplossingen en implementatievraagstukken.
115,2022026,Consultation Room 2030,partner:attendi,Attendi,Privaat,privaat,Onderzoek,Onderzoek,2022,,2022,Technologiepartner betrokken bij zorginnovaties en monitoringoplossingen.
116,2022026,Consultation Room 2030,partner:pati-ntenvereniging-hoofd-hals,Patiëntenvereniging Hoofd-Hals,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Patiëntenorganisatie betrokken bij co-design en evaluatie van palliatie- en oncologieprojecten.
117,2022026,Consultation Room 2030,partner:pati-ntenvereniging-longfibrose,Patiëntenvereniging Longfibrose,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,Patiëntenorganisatie betrokken bij projecten rond pulmonale zorg en thuismonitoring.
118,2022026,Consultation Room 2030,partner:european-pulmonary-fibrosis-federation-eu-ipff,European Pulmonary Fibrosis Federation (EU-IPFF),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,Europese patiëntenfederatie; betrokken bij internationale afstemming en patiëntperspectief.
119,2022026,Consultation Room 2030,partner:digitaal-verbonden,Digitaal Verbonden,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,Strategisch programma gericht op data- en IT-infrastructuren; levert in-kind bijdrage aan WP3.
120,2022026,Consultation Room 2030,partner:national-health-care-institute-zin,National Health Care Institute (ZiN),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Publiek / Maatschappelijke organisatie betrokken via reflectie op beleids- en systeemvraagstukken.
121,2022026,Consultation Room 2030,partner:dutch-healthcare-authority-nza,Dutch Healthcare Authority (NZa),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,2022,,2022,Regulerende instantie betrokken bij reflectie op bekostiging en opschaling.
122,2022026,Consultation Room 2030,partner:national-institute-for-public-health-and-the-environment-rivm,National Institute for Public Health and the Environment (RIVM),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,2022,,2022,Publiek / Maatschappelijke kennisinstelling betrokken bij reflectie op maatschappelijke impact.
123,2022026,Consultation Room 2030,partner:zorgverzekeraars-via-reflective-board,Zorgverzekeraars (via Reflective Board),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,2022,,2022,Zorgverzekeraars betrokken bij reflectie op bekostiging en implementatie van digitale zorg.
124,2022026,Consultation Room 2030,partner:non-academic-hospitals,Non-academic hospitals,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,2022,,2022,Regionale zorgorganisaties betrokken bij kennisuitwisseling en mogelijke opschaling.
125,2022026,Consultation Room 2030,partner:umc-utrecht-umcu,UMC Utrecht (UMCU),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Academisch ziekenhuis; samenwerking in acute zorg en opschaling van digitale zwangerschapzorg.
126,2022026,Consultation Room 2030,partner:strategic-public-private-partnership-kansrijke-start,Strategic Public Private Partnership Kansrijke Start,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Publiek / Maatschappelijk-private samenwerking gericht op opschaling van digitale zwangerschapzorg en ketensamenwerking.
127,2022026,Consultation Room 2030,partner:european-respiratory-society-connect-consortium,European Respiratory Society (CONNECT consortium),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,,,2025,Europees netwerk gericht op digitale zorg in respiratoire zorg; bijdrage aan beleidsontwikkeling en position papers.
128,2022026,Consultation Room 2030,partner:european-academic-hospital-alliance-euha,European Academic Hospital Alliance (EUHA),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,,,2025,Internationaal academisch ziekenhuisnetwerk betrokken bij opschaling van digitale zorginnovaties.
129,2022026,Consultation Room 2030,partner:zilveren-kruis,Zilveren Kruis,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Netwerk,Netwerk,,,2025,Zorgverzekeraar; betrokken bij gesprekken over bekostiging en opschaling van digitale zorg.
130,2022026,Consultation Room 2030,partner:region-of-stockholm,Region of Stockholm,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,,,2025,Publiek / Maatschappelijke zorginkoper; betrokken bij internationale vergelijking en bekostigingsvraagstukken.
131,2022026,Consultation Room 2030,partner:servei-catal-de-la-salut,Servei Català de la Salut,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,,,2025,Catalaanse zorgautoriteit; betrokken bij gesprekken over besparingen en bekostiging van digitale zorg.
132,2022026,Consultation Room 2030,partner:world-hospital-at-home-community-whahc,World Hospital at Home Community (WHAHC),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleid,,,2025,Internationale community rond hospital-at-home; kennisdeling en positionering van Flagship.
133,2022026,Consultation Room 2030,partner:microsoft-azure,Microsoft (Azure),Privaat,privaat,Netwerk,Netwerk,,,2025,Genoemd als technologiecontext voor ontwikkeling van AI-gebaseerde toepassingen binnen het Flagship.
134,2022026,Consultation Room 2030,partner:karolinska-institutet,Karolinska Institutet,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Genoemd als onderdeel van een internationaal consortium in het domein zwangerschapzorg.
135,2022026,Consultation Room 2030,partner:vall-d-hebron,Vall d’Hebron,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Genoemd als onderdeel van een internationaal consortium in het domein zwangerschapzorg.
136,2022026,Consultation Room 2030,partner:aarhus-university,Aarhus University,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Genoemd als onderdeel van een internationaal consortium in het domein zwangerschapzorg.
137,2022026,Consultation Room 2030,partner:rotterdam-university-of-applied-sciences,Rotterdam University of Applied Sciences,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Genoemd als onderdeel van een consortium rond zwangerschapzorg.
138,2022030,ALIVE,partner:municipality-of-rotterdam,Municipality of Rotterdam,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,"Beleids- en praktijkpartner; fungeert als sounding board en levert beleidscontext en praktijkkennis, o.a. via kennisbroker jeugd."
139,2022030,ALIVE,partner:menzis,Menzis,Privaat,Privaat,Co-creatie,Co-creatie,2022,,2022,Zorgverzekeraar; betrokken als externe partner bij evaluatie en ontwikkeling van interventies en beleidsrelevante aanbevelingen.
140,2022030,ALIVE,partner:achmea,Achmea,Privaat,Privaat,Co-creatie,Co-creatie,2022,,2022,Zorgverzekeraar; betrokken bij reflectie op implementatie en opschaling van leefstijlinterventies en beleidstoepassing.
141,2022030,ALIVE,partner:big-health-ltd,Big Health Ltd,Privaat,Privaat,Co-creatie,Co-creatie,2022,,2022,Industriepartner in digitale geneeskunde; betrokken bij ontwikkeling en toepassing van digitale tools (o.a. slaapinterventies).
142,2022030,ALIVE,partner:stichting-student-en-leefstijl,Stichting Student en Leefstijl,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Studentenorganisatie; vertegenwoordigt studentperspectief en draagt bij aan participatie en feedback vanuit doelgroep.
143,2022030,ALIVE,partner:reumanederland,ReumaNederland,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,Patiëntenorganisatie; levert ervaringskennis en vertegenwoordigt patiëntperspectief bij interventie- en richtlijnontwikkeling.
144,2022030,ALIVE,partner:rotterdam-study-participant-group,Rotterdam Study Participant Group,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,"Vertegenwoordiging van onderzoeksdeelnemers; betrokken als participantrepresentatie en klankbord voor onderzoekstoepassingen. Structurele betrokkenheid via patient panels en dialoogsessies over multidimensionale leefstijl, preventie en integrale zorgpaden."
145,2022030,ALIVE,partner:statistics-netherlands-cbs,Statistics Netherlands (CBS),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,"Dataleverancier en onderzoeks­partner; koppeling van CBS-data aan Rotterdam Study voor multidimensionale analyses, risicoprofilering en vroege detectie."
146,2022030,ALIVE,partner:netherlands-cohorts-consortium-ncc,Netherlands Cohorts Consortium (NCC),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Strategische onderzoeks­partner; uitbreiding van analyses naar 11 nationale cohorten om generaliseerbaarheid en schaal van leefstijl- en risicofactoronderzoek te vergroten.
147,2022030,ALIVE,partner:stichting-lezen-en-schrijven,Stichting Lezen en Schrijven,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Maatschappelijke partner gericht op inclusie; betrokken bij toegankelijkheid en laaggeletterdheid in leefstijl- en welzijnsinterventies (o.a. WiX).
148,2022030,ALIVE,partner:sport-data-valley,Sport Data Valley,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,,,2025,"Netwerk- en innovatiepartner; koppeling van sport-, data- en gezondheidsdomeinen ter ondersteuning van leefstijlonderzoek en implementatie."
149,2022030,ALIVE,partner:capri-hartrevalidatie,Capri Hartrevalidatie,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,,,2025,Implementatiepartner; betrokken bij ontwikkeling en toepassing van digitale leefstijlinterventies (CapriXpress) in hartrevalidatie.
150,2022030,ALIVE,partner:ibdream,IBDREAM,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,,,2025,Klinische onderzoekscontext; eerste implementatie van de WiX-welzijnsmaat in zorgpraktijk.
151,2022031,REALTIME monitoring,partner:tno,TNO,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,"Betrokken vanaf projectstart (WP3); levering van modeldata, expertise in luchtkwaliteitsmodellering en co-supervisie van een PhD-student."
152,2022031,REALTIME monitoring,partner:waag-futurelab,Waag Futurelab,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,"Bijdrage aan workshops en citizen science-activiteiten; expertise in open data, burgerinitiatieven en maatschappelijke betrokkenheid (letter of intent)."
153,2022031,REALTIME monitoring,partner:rivm,RIVM,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie,Co-creatie,2022,,2022,Publiek / Maatschappelijke gezondheidsinstantie; betrokken via WP3 bij beleidsrelevante analyse en datatoepassing.
154,2022031,REALTIME monitoring,partner:dcmr-milieudienst-rijnmond,DCMR Milieudienst Rijnmond,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Regionale milieudienst; betrokken bij milieudata en beleidscontext (WP3).
155,2022031,REALTIME monitoring,partner:gemeenten-nl,Gemeenten (NL),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Betrokken als Publiek / Maatschappelijke eindgebruikers en contextpartners voor beleidsontwikkeling en toepassing van resultaten.
156,2022031,REALTIME monitoring,partner:merck-kgaa,Merck KGaA,Privaat,Privaat,Co-creatie,Co-cre,2022,,2022,Beoogde industriële partner (Y1); aansluiting bij sensor- en biomarkerontwikkeling (WP2).
157,2022031,REALTIME monitoring,partner:bayer,Bayer,Privaat,Privaat,Onderzoek,Onderzoek,2022,,2022,Beoogde industriële partner (Y1); relevant voor klinische en biomedische toepassingen.
158,2022031,REALTIME monitoring,partner:dermavant-sciences,Dermavant Sciences,Privaat,Privaat,Onderzoek,Onderzoek,2022,,2022,Beoogde industriële partner (Y1); dermatologische expertise relevant voor WP1/WP2.
159,2022031,REALTIME monitoring,partner:klm,KLM,Privaat,Privaat,Onderzoek,Onderzoek,2022,,2022,"Beoogde partner (Y1); relevant voor blootstelling, luchtkwaliteit en klimaatcontext."
160,2022031,REALTIME monitoring,partner:kpn,KPN,Privaat,Privaat,Onderzoek,Onderzoek,2022,,2022,Beoogde partner (Y1); relevant voor data- en communicatietechnologie in monitoringcontext.
161,2022031,REALTIME monitoring,partner:somalogic,SomaLogic,Privaat,Privaat,Onderzoek,Onderzoek,2023,,2022,"Beoogde partner (Y2); expertise in biomarkeranalyse, relevant voor WP2."
162,2022031,REALTIME monitoring,partner:nxp-semiconductors,NXP Semiconductors,Privaat,Privaat,Onderzoek,Onderzoek,2023,,2022,Beoogde partner (Y2); halfgeleider- en sensorontwikkeling voor wearable technologie.
163,2022031,REALTIME monitoring,partner:demcon,Demcon,Privaat,Privaat,Onderzoek,Onderzoek,2023,,2022,"Beoogde partner (Y2); engineering en prototyping, relevant voor technologische opschaling."
164,2022031,REALTIME monitoring,partner:organ-on-chip-bedrijven-divers,Organ-on-chip bedrijven (divers),Privaat,Privaat,Onderzoek,Onderzoek,2023,,2022,Beoogde partners (Y2); industriële aansluiting bij organ-on-chip technologie (WP1).
165,2022031,REALTIME monitoring,partner:biontech,BioNTech,Privaat,Privaat,Onderzoek,Onderzoek,2024,,2022,Beoogde partner (Y3); relevant voor translatie en biomedische toepassing.
166,2022031,REALTIME monitoring,partner:nostics,Nostics,Privaat,Privaat,Onderzoek,Onderzoek,2024,,2022,Beoogde partner (Y3); betrokkenheid beoogd bij latere fase van technologische ontwikkeling.
167,2022031,REALTIME monitoring,partner:imcomet,Imcomet,Privaat,Privaat,Onderzoek,Onderzoek,,,2025,Samenwerking rond niet-invasieve biosensing voor atopische dermatitis; integratie van sensing layer in wearable device en voorbereiding klinische validatie (WP2).
168,2022031,REALTIME monitoring,partner:levels-diagnostics,LEVELS Diagnostics,Privaat,Privaat,Onderzoek; Co-creatie,Onderzoek / Co-creatie,,,2025,Industriële partner voor toepassing van single-molecule diagnostische technologie richting vroege kankerdiagnostiek (WP2).
169,2022031,REALTIME monitoring,partner:maastricht-university,Maastricht University,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Co-creatie,Onderzoek / Co-creatie,,,2025,Academische partner in de ontwikkeling van een high-containment lung-on-chip platform voor respiratoire virusstudies (WP1).
170,2022031,REALTIME monitoring,partner:leiden-university-medical-center-lumc,Leiden University Medical Center (LUMC),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,,,2025,Externe academische partner in onderzoek naar milieu-impact van sensortechnologie en duurzame chemische engineering (WP2).
171,2022036,Human Mobility Center,partner:rijndam-rehabilitation,Rijndam Rehabilitation,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Co-creatie,Co-creatie / onderzoek,2022,,2022,"Klinische kernpartner en living lab. Levert directe toegang tot patiënten, clinici, fysiotherapeuten en innovatie- en living-lab expertise. Betrokken in alle fasen van co-creatie, evaluatie en implementatie van technologie in klinische praktijk."
172,2022036,Human Mobility Center,partner:laurens-geriatric-rehabilitation,Laurens Geriatric Rehabilitation,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Co-creatie,Co-creatie / onderzoek,2022,,2022,"Klinische partner gespecialiseerd in geriatrische revalidatie. Draagt praktijkkennis, routinematige uitkomst- en ervaringsmetingen en testomgevingen bij voor toepassing van technologie bij kwetsbare (oudere) doelgroepen."
173,2022036,Human Mobility Center,partner:hocoma,Hocoma,Privaat,Privaat,Co-creatie; Contractresearch,Co-creatie / contractresearch,2022,,2022,"Internationale industriële partner voor robotische en sensor-gebaseerde revalidatieapparatuur. Biedt expertise in productontwikkeling, businessmodellen, medical device development, risicomanagement en certificering; betrokken bij translatie richting klinische implementatie."
174,2022036,Human Mobility Center,partner:hankamp-rehab,Hankamp Rehab,Privaat,Privaat,Co-creatie; Implementatie,Co-creatie / implementatie,2022,,2022,"Distributeur en ontwikkelaar van revalidatiehulpmiddelen. Brengt praktijkervaring met hulpmiddelen voor CVA en andere neurologische aandoeningen, en ondersteunt implementatie en gebruik in zorgpraktijk."
175,2022036,Human Mobility Center,partner:2m-engineering,2M Engineering,Privaat,Privaat,Co-creatie; Contractresearch,Contractresearch / co-creatie,2022,,2022,"Engineeringpartner voor sensor- en hardwareontwikkeling. Ondersteunt ontwerp, prototyping, industrialisatie en medische certificering van innovatieve med-tech oplossingen binnen het flagship."
176,2022036,Human Mobility Center,partner:lode-holding,Lode Holding,Privaat,Privaat,Co-creatie; Implementatie,Co-creatie / implementatie,2022,,2022,"Industriële partner (lifestyle, sport, preventie en zorg) met langdurige samenwerking met EMC en TU Delft. Draagt bij aan productontwikkeling, opschaling en toepassing van meet- en trainingsoplossingen."
177,2022036,Human Mobility Center,partner:senseglove,SenseGlove,Privaat,Privaat,Onderzoek; Co-creatie,Co-creatie / onderzoek,2022,,2022,"Ontwikkelaar van haptische handschoenen voor VR-toepassingen. Samen met Rijndam, EMC en TU Delft betrokken bij ontwikkeling en doorontwikkeling van handrevalidatie-oplossingen voor klinisch en thuisgebruik."
178,2022036,Human Mobility Center,partner:clevr,CleVR,Privaat,Privaat,Onderzoek; Co-creatie,Co-creatie / onderzoek,2022,,2022,"Ontwikkelaar van VR-therapie. Werkt samen met Rijndam, EMC en SenseGlove aan gepersonaliseerde virtuele behandelprogramma’s voor fijne motoriek in revalidatie."
179,2022036,Human Mobility Center,partner:shirley-ryan-ability-lab-sralab,Shirley Ryan Ability Lab (SRAlab),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Co-creatie,Onderzoek / co-creatie,2022,,2022,"Internationale strategische partner (VS) met expertise in revalidatiegeneeskunde, biomedical engineering en outcomes research. Samenwerking in lopende en eerdere projecten (o.a. COMET, FallCATCHER)."
180,2022036,Human Mobility Center,partner:pharos-nationaal-expertisecentrum-gezondheidsverschillen,Pharos – Nationaal Expertisecentrum Gezondheidsverschillen,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie; Beleid,Co-creatie / beleidskennis,2022,,2022,Brengt expertise in over gezondheidsverschillen en lage SES-doelgroepen. Ondersteunt inclusieve co-creatie en ontwikkeling van methoden en tools voor participatie van kwetsbare groepen.
181,2022036,Human Mobility Center,partner:care-for-impact,Care for Impact,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie; Implementatie,Co-creatie / implementatie,,,2025,"Samenwerking gericht op het ontwikkelen van een roadmap richting commercialisatie van Flagship-resultaten (o.a. ArmCoach4Stroke), met focus op impact, opschaling en implementatie."
182,2022036,Human Mobility Center,partner:movella,Movella,Privaat,Privaat,Onderzoek; Valorisatie,Onderzoek / valorisatie,,,2025,Industriële partner genoemd in lopende industry discussions gericht op commercialisatie van resultaten uit Movella-ST en GaitVision.
183,2022036,Human Mobility Center,partner:diers,Diers,Privaat,Privaat,Contractresearch; Valorisatie,Valorisatie / contractresearch,,,2025,Industriële partner betrokken bij gesprekken over commercialisatie van GaitVision en gerelateerde meet- en analysetechnologie.
184,2022036,Human Mobility Center,partner:robotimize,Robotimize,Privaat,Privaat,Implementatie,Implementatie / commercialisatie,,,2025,Bedrijf dat de Portable Hand Trainer heeft overgenomen voor verdere commercialisatie en marktintroductie.
185,2022036,Human Mobility Center,partner:generation-r,Generation R,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Data / biobanken,Onderzoek (datatoegang / validatiecontext),,,2025,Gebruikt als grootschalige onderzoeks- en data-infrastructuur ter validatie en contextualisering van onderzoeksvragen; fungeert als onderzoekscontext en vergelijkingskader.
186,2022036,Human Mobility Center,partner:rotterdam-school-of-management-rsm,Rotterdam School of Management (RSM),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderwijs; Valorisatie,Onderwijs / valorisatie,,,2025,"Betrokken via onderwijs- en businessgerichte activiteiten (o.a. Living Management Projects), versterkt de koppeling tussen technologische innovatie en business feasibility."
187,2022036,Human Mobility Center,partner:holland-health-network,Holland Health Network,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid; Netwerk,Beleidsdialoog / netwerk,,,2025,"Deelname aan nationale netwerken en werkgroepen gericht op systeemverandering, opschaling en inbedding van technologische innovaties in zorg en beleid."
188,2022036,Human Mobility Center,partner:dutch-ministry-of-health-welfare-and-sport-vws,"Dutch Ministry of Health, Welfare and Sport (VWS)",Publiek / Maatschappelijk,Publiek / Maatschappelijk,Beleid,Beleidsdialoog,,,2025,Betrokken via deelname aan nationale werkgroepen en beleidsnetwerken; fungeert als beleidscontext voor opschaling en inbedding van Flagship-resultaten.
189,2022036,Human Mobility Center,partner:thcs-consortium-european-partnership-on-transforming-health-and-care-systems,THCS Consortium (European Partnership on Transforming Health and Care Systems),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Netwerk,Onderzoek / netwerk,,,2025,Deelname aan Europees consortium gericht op systeemverandering in gezondheid en zorg; positioneert Flagship-resultaten in internationale onderzoeks- en beleidscontext.
190,2022036,Human Mobility Center,partner:medical-delta-consortium,Medical Delta consortium,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie; Netwerk,Co-creatie / netwerk,,,2025,"Regionaal innovatieconsortium (Leiden–Delft–Erasmus) dat fungeert als platform voor co-creatie, demonstratie en validatie van Flagship-technologieën."
191,2022036,Human Mobility Center,partner:zhia-zuid-hollandse-impact-alliantie-hogescholen,ZHIA – Zuid-Hollandse Impact Alliantie (hogescholen),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie; Onderwijs,Co-creatie / onderwijs,,,2025,Betrokken via regionale samenwerkingen en demonstraties (o.a. Actie in de Delta); draagt bij aan praktijkgerichte innovatie en verspreiding richting onderwijs en werkveld.
192,2022035,iCELL,partner:mimetas-bv,Mimetas BV,Privaat,Privaat,Onderzoek; Co-creatie; Valorisatie,Co-creatie / valorisatie / R&D,2022,,2022,Technologiepartner; ontwikkeling disease models en drug screening
193,2022035,iCELL,partner:tno,TNO,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek / translatie,2022,,2022,Translational partner; in vitro/in vivo modellen en biomarkerontwikkeling
194,2022035,iCELL,partner:garvan-institute,Garvan Institute,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Advisory,Advisory,2022,,2022,Internationale expertise (genomics)
195,2022035,iCELL,partner:health-ri,HEALTH-RI,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Netwerk; Data / biobanken,Netwerk / data,2022,,2022,Nationale infrastructuur voor data en samenwerking
196,2022035,iCELL,partner:x-omics,X-Omics,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Netwerk; Data / biobanken,Netwerk / data,2022,,2022,Data- en omics-infrastructuur
197,2022035,iCELL,partner:bbmri,BBMRI,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Data / biobanken,Data / biobanken,2022,,2022,Biobank infrastructuur
198,2022035,iCELL,partner:charge-consortium,CHARGE consortium,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Internationaal genomics netwerk
199,2022035,iCELL,partner:go-consortium,GO consortium,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Internationaal samenwerkingsverband
200,2022035,iCELL,partner:basyc-gravitation,BaSyC (Gravitation),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek,Onderzoek,2022,,2022,Nationale research consortium
201,2022035,iCELL,partner:health-holland,Health-Holland,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Valorisatie,Valorisatie / funding,2022,,2022,Ondersteuning valorisatie en publiek-private samenwerking
202,2022035,iCELL,partner:rotterdam-school-of-management,Rotterdam School of Management,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Co-creatie; Onderwijs; Valorisatie,Onderwijs / co-creatie / valorisatie,2024,,2025,"Studenten werken aan businesscases en strategie (ViaD), concrete implementatie- en valorisatie-input"
203,2022035,iCELL,partner:institute-for-human-organ-and-disease-model-technologies-hdmt,Institute for Human Organ and Disease Model Technologies (hDMT),Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Implementatie,Onderzoek / implementatie,2024,,2025,Samenwerking rond dierproefvrije modellen en implementatie van ViaD
204,2022035,iCELL,partner:hollandptc,HollandPTC,Publiek / Maatschappelijk,Publiek / Maatschappelijk,Onderzoek; Implementatie,Onderzoek / implementatie,2026,,2026,verkenning demonstrator 2 optimalisatie radiotherapie en iCell toepassingen
205,2022020,Healthy Joints,partner:novartis,Novartis,Privaat,Privaat,Onderzoek,Onderzoek,2025,,2026,Pharmaceutische partner in ontwikkelen van nieuwe uitkomstmaten in artrose
